COLUMN 1: Name of Issuer	COLUMN 2: Title of Class	COLUMN 3: CUSIP Number	COLUMN 4: Market Value	COLUMN 5: Amount and Type of Security	 	 	COLUMN 6: Investment Discretion	COLUMN 7: Other Managers	COLUMN 8: Voting Authority	 	 
STATOIL ASA	SPONSORED ADR	85771P102	19588	1073890	SH		SOLE		1073890	0	0
STEEL DYNAMICS INC	COM	858119100	7448	209323	SH		SOLE		209323	0	0
STEELCASE INC	CL A	858155203	5876	328242	SH		SOLE		328242	0	0
STEIN MART INC	COM	858375108	81	14869	SH		SOLE		14869	0	0
STEMLINE THERAPEUTICS INC	COM	85858C107	100	9346	SH		SOLE		9346	0	0
STEPAN CO	COM	858586100	5668	69566	SH		SOLE		69566	0	0
STERICYCLE INC	COM	858912108	13098	170013	SH		SOLE		170013	0	0
STERICYCLE INC	DEP PFD A 1/10	858912207	27583	435955	SH		SOLE		435955	0	0
STERIS PLC	SHS USD	G84720104	867	12865	SH		SOLE		12865	0	0
STERLING BANCORP DEL	COM	85917A100	1590	67931	SH		SOLE		67931	0	0
STERLING CONSTRUCTION CO INC	COM	859241101	43	5074	SH		SOLE		5074	0	0
STEWART INFORMATION SVCS COR	COM	860372101	569	12351	SH		SOLE		12351	0	0
STIFEL FINL CORP	COM	860630102	6702	134182	SH		SOLE		134182	0	0
STILLWATER MNG CO	COM	86074Q102	1057	65605	SH		SOLE		65605	0	0
STOCK YDS BANCORP INC	COM	861025104	560	11938	SH		SOLE		11938	0	0
STONEGATE BK FT LAUDERDALE F	COM	861811107	294	7051	SH		SOLE		7051	0	0
STONERIDGE INC	COM	86183P102	246	13907	SH		SOLE		13907	0	0
STORE CAP CORP	COM	862121100	4684	189556	SH		SOLE		189556	0	0
STRAIGHT PATH COMMUNICATNS I	CL B	862578101	174	5125	SH		SOLE		5125	0	0
STRATASYS LTD	SHS	M85548101	303	18302	SH		SOLE		18302	0	0
STRATTEC SEC CORP	COM	863111100	79	1955	SH		SOLE		1955	0	0
STRATUS PPTYS INC	COM NEW	863167201	79	2399	SH		SOLE		2399	0	0
STRAYER ED INC	COM	863236105	451	5595	SH		SOLE		5595	0	0
STRONGBRIDGE BIOPHARMA PLC	SHS USD	G85347105	73	30582	SH		SOLE		30582	0	0
STRYKER CORP	COM	863667101	151375	1263461	SH		SOLE		1263461	0	0
STRYKER CORP	COM	863667101	4002	33400	SH		SOLE	2	33400	0	0
STURM RUGER & CO INC	COM	864159108	515	9767	SH		SOLE		9767	0	0
SUCAMPO PHARMACEUTICALS INC	CL A	864909106	1510	111434	SH		SOLE		111434	0	0
SUFFOLK BANCORP	COM	864739107	277	6463	SH		SOLE		6463	0	0
SUMMIT FINANCIAL GROUP INC	COM	86606G101	157	5689	SH		SOLE		5689	0	0
SUMMIT HOTEL PPTYS	COM	866082100	4024	251002	SH		SOLE		251002	0	0
SUMMIT MATLS INC	CL A	86614U100	2389	100428	SH		SOLE		100428	0	0
SUN BANCORP INC	COM NEW	86663B201	156	6019	SH		SOLE		6019	0	0
SUN CMNTYS INC	COM	866674104	12713	165943	SH		SOLE		165943	0	0
SUN HYDRAULICS CORP	COM	866942105	507	12681	SH		SOLE		12681	0	0
SUNCOKE ENERGY INC	COM	86722A103	418	36846	SH		SOLE		36846	0	0
SUNCOR ENERGY INC NEW	COM	867224107	3398	103942	SH		OTR		0	103942	0
SUNCOR ENERGY INC NEW	COM	867224107	408308	12490288	SH		SOLE		12490288	0	0
SUNESIS PHARMACEUTICALS INC	COM PAR	867328700	8	2343	SH		SOLE		2343	0	0
SUNOCO LOGISTICS PRTNRS L P	COM UNITS	86764L108	23753	988883	SH		SOLE		988883	0	0
SUNOPTA INC	COM	8676EP108	396	56165	SH		SOLE		56165	0	0
SUNPOWER CORP	COM	867652406	21	3181	SH		OTR		3181	0	0
SUNPOWER CORP	COM	867652406	265	40129	SH		SOLE		40129	0	0
SUNPOWER CORP	OPTIONS	867652406	56	8500	SH	Put	OTR		8500	0	0
SUNRUN INC	COM	86771W105	120	22537	SH		SOLE		22537	0	0
SUNSTONE HOTEL INVS INC NEW	COM	867892101	3885	254722	SH		SOLE		254722	0	0
SUNTRUST BKS INC	COM	867914103	550495	10036376	SH		SOLE		10036376	0	0
SUNTRUST BKS INC	*W EXP 11/14/201	867914111	274	20654	SH		OTR		20654	0	0
SUNWORKS INC	COM	86803X105	10	4851	SH		SOLE		4851	0	0
SUPER MICRO COMPUTER INC	COM	86800U104	604	21532	SH		SOLE		21532	0	0
SUPERIOR ENERGY SVCS INC	COM	868157108	67014	3970040	SH		SOLE		3970040	0	0
SUPERIOR ENERGY SVCS INC	COM	868157108	268	15900	SH		SOLE	2	0	0	15900
SUPERIOR INDS INTL INC	COM	868168105	341	12951	SH		SOLE		12951	0	0
SUPERIOR UNIFORM GP INC	COM	868358102	51	2601	SH		SOLE		2601	0	0
SUPERNUS PHARMACEUTICALS INC	COM	868459108	640	25334	SH		SOLE		25334	0	0
SUPERVALU INC	COM	868536103	18381	3935946	SH		SOLE		3935946	0	0
SUPERVALU INC	COM	868536103	104	22260	SH		SOLE	2	0	0	22260
SUPPORT COM INC	COM	86858W101	41	48125	SH		SOLE		48125	0	0
SUPREME INDS INC	CL A	868607102	893	56900	SH		SOLE		56900	0	0
SURGERY PARTNERS INC	COM	86881A100	272	17162	SH		SOLE		17162	0	0
SURGICAL CARE AFFILIATES INC	COM	86881L106	2852	61644	SH		SOLE		61644	0	0
SURMODICS INC	COM	868873100	185	7270	SH		SOLE		7270	0	0
SVB FINL GROUP	COM	78486Q101	40176	234045	SH		SOLE		234045	0	0
SWEDISH EXPT CR CORP	ROG TTL ETN 22	870297801	5	1000	SH		SOLE		1000	0	0
SWIFT TRANSN CO	CL A	87074U101	1004	41231	SH		SOLE		41231	0	0
SWISS HELVETIA FD INC	COM	870875101	38	3705	SH		OTR		3705	0	0
SWISS HELVETIA FD INC	COM	870875101	0	0	SH		SOLE		0	0	0
SYKES ENTERPRISES INC	COM	871237103	596	20639	SH		SOLE		20639	0	0
SYMANTEC CORP	COM	871503108	421	17622	SH		OTR		0	17622	0
SYMANTEC CORP	COM	871503108	10475	438479	SH		SOLE		438479	0	0
SYMANTEC CORP	COM	871503108	7794	326248	SH		SOLE	2	0	0	326248
SYNALLOY CP DEL	COM	871565107	24	2147	SH		SOLE		2147	0	0
SYNAPTICS INC	COM	87157D109	3748	69959	SH		SOLE		69959	0	0
SYNCHRONOSS TECHNOLOGIES INC	COM	87157B103	839	21905	SH		SOLE		21905	0	0
SYNCHRONY FINL	COM	87165B103	14686	404906	SH		SOLE		386437	0	18469
SYNDAX PHARMACEUTICALS INC	COM	87164F105	7221	1007084	SH		SOLE		1007084	0	0
SYNDAX PHARMACEUTICALS INC	COM	87164F105	148	20588	SH		SOLE	2	20588	0	0
SYNERGY PHARMACEUTICALS DEL	COM NEW	871639308	853	140042	SH		SOLE		140042	0	0
SYNERGY RES CORP	COM	87164P103	906	101673	SH		SOLE		101673	0	0
SYNNEX CORP	COM	87162W100	17902	147930	SH		SOLE		147930	0	0
SYNOPSYS INC	COM	871607107	9168	155767	SH		SOLE		155767	0	0
SYNOPSYS INC	COM	871607107	6947	118033	SH		SOLE	2	0	0	118033
SYNOVUS FINL CORP	COM NEW	87161C501	3001	73048	SH		SOLE		73048	0	0
SYNTEL INC	COM	87162H103	325	16445	SH		SOLE		16445	0	0
SYNTHESIS ENERGY SYS INC	COM	871628103	6	5951	SH		SOLE		5951	0	0
SYNTHETIC BIOLOGICS INC	COM	87164U102	33	42832	SH		SOLE		42832	0	0
SYNUTRA INTL INC	COM	87164C102	45	8369	SH		SOLE		8369	0	0
SYROS PHARMACEUTICALS INC	COM	87184Q107	23	1887	SH		SOLE		1887	0	0
SYSCO CORP	COM	871829107	4304	77735	SH		SOLE		55063	0	22672
SYSCO CORP	COM	871829107	16875	304760	SH		SOLE	2	0	0	304760
SYSTEMAX INC	COM	871851101	51	5825	SH		SOLE		5825	0	0
T MOBILE US INC	COM	872590104	37930	659543	SH		SOLE		640652	0	18891
T2 BIOSYSTEMS INC	COM	89853L104	45	8627	SH		SOLE		8627	0	0
TABLEAU SOFTWARE INC	CL A	87336U105	1415	33581	SH		SOLE		33581	0	0
TABULA RASA HEALTHCARE INC	COM	873379101	33	2225	SH		SOLE		2225	0	0
TACTILE SYS TECHNOLOGY INC	COM	87357P100	28	1730	SH		SOLE		1730	0	0
TAHOE RES INC	COM	873868103	1250	132741	SH		SOLE		132741	0	0
TAILORED BRANDS INC	COM	87403A107	648	25374	SH		SOLE		25374	0	0
TAIWAN SEMICONDUCTOR MFG LTD	SPONSORED ADR	874039100	100500	3495667	SH		SOLE		3495667	0	0
TAKE-TWO INTERACTIVE SOFTWAR	COM	874054109	35784	725988	SH		SOLE		725988	0	0
TAL ED GROUP	ADS REPSTG COM	874080104	65	920	SH		SOLE		920	0	0
TANDEM DIABETES CARE INC	COM	875372104	22	10400	SH		SOLE		10400	0	0
TANGER FACTORY OUTLET CTRS I	COM	875465106	20177	563927	SH		SOLE		563927	0	0
TANGOE INC	COM	87582Y108	118	14916	SH		SOLE		14916	0	0
TARGA RES CORP	COM	87612G101	17962	320356	SH		SOLE		320356	0	0
TARGA RES CORP	COM	87612G101	4396	78397	SH		SOLE	2	0	0	78397
TARGET CORP	COM	87612E106	1409	19504	SH		OTR		0	19504	0
TARGET CORP	COM	87612E106	109086	1510262	SH		SOLE		1510262	0	0
TARGET CORP	COM	87612E106	26585	368060	SH		SOLE	2	0	0	368060
TARO PHARMACEUTICAL INDS LTD	SHS	M8737E108	705	6699	SH		SOLE		6699	0	0
TASER INTL INC	COM	87651B104	1409	58141	SH		SOLE		58141	0	0
TATA MTRS LTD	SPONSORED ADR	876568502	4447	129306	SH		SOLE		129306	0	0
TAUBMAN CTRS INC	COM	876664103	5448	73692	SH		SOLE		73692	0	0
TAYLOR MORRISON HOME CORP	CL A	87724P106	3601	186950	SH		SOLE		186950	0	0
TCF FINL CORP	COM	872275102	4576	233564	SH		SOLE		233564	0	0
TCF FINL CORP	*W EXP 11/14/201	872275128	112	31898	SH		OTR		31898	0	0
TD AMERITRADE HLDG CORP	COM	87236Y108	7697	176528	SH		SOLE		153879	0	22649
TE CONNECTIVITY LTD	REG SHS	H84989104	1430	20643	SH		SOLE		20643	0	0
TE CONNECTIVITY LTD	REG SHS	H84989104	14729	212594	SH		SOLE	2	0	0	212594
TEAM HEALTH HOLDINGS INC	COM	87817A107	1616	37200	SH		SOLE		37200	0	0
TEAM INC	COM	878155100	610	15551	SH		SOLE		15551	0	0
TECH DATA CORP	COM	878237106	1810	21379	SH		SOLE		21379	0	0
TECHTARGET INC	COM	87874R100	73	8551	SH		SOLE		8551	0	0
TEEKAY CORPORATION	COM	Y8564W103	199	24789	SH		SOLE		24789	0	0
TEEKAY TANKERS LTD	CL A	Y8565N102	95	42246	SH		SOLE		42246	0	0
TEGNA INC	COM	87901J105	2110	98640	SH		SOLE		98640	0	0
TEGNA INC	COM	87901J105	3007	140592	SH		SOLE	2	0	0	140592
TEJON RANCH CO	COM	879080109	202	7933	SH		SOLE		7933	0	0
TELADOC INC	COM	87918A105	6810	412698	SH		SOLE		412698	0	0
TELADOC INC	COM	87918A105	1026	62200	SH		SOLE	2	62200	0	0
TELEDYNE TECHNOLOGIES INC	COM	879360105	3077	25019	SH		SOLE		18208	0	6811
TELEFLEX INC	COM	879369106	4237	26293	SH		SOLE		26293	0	0
TELEFLEX INC	COM	879369106	6173	38306	SH		SOLE	2	0	0	38306
TELEFLEX INC	NOTE 3.875% 8/0	879369AA4	679	260000	PRN		SOLE		260000	0	0
TELEFONICA BRASIL SA	SPONSORED ADR	87936R106	1791	133827	SH		SOLE		133827	0	0
TELENAV INC	COM	879455103	127	17981	SH		SOLE		17981	0	0
TELEPHONE & DATA SYS INC	COM NEW	879433829	89533	3101232	SH		SOLE		3101232	0	0
TELETECH HOLDINGS INC	COM	879939106	300	9826	SH		SOLE		9826	0	0
TELIGENT INC NEW	COM	87960W104	145	21887	SH		SOLE		21887	0	0
TEMPUR SEALY INTL INC	COM	88023U101	2114	30959	SH		SOLE		30959	0	0
TENAX THERAPEUTICS INC	COM	88032L100	4	1873	SH		SOLE		1873	0	0
TENET HEALTHCARE CORP	COM NEW	88033G407	67046	4517892	SH		SOLE		4517892	0	0
TENNANT CO	COM	880345103	653	9178	SH		SOLE		9178	0	0
TENNECO INC	COM	880349105	14960	239479	SH		SOLE		239479	0	0
TERADATA CORP DEL	COM	88076W103	1574	57934	SH		SOLE		57934	0	0
TERADYNE INC	COM	880770102	22157	872340	SH		SOLE		872340	0	0
TEREX CORP NEW	COM	880779103	1972	62558	SH		SOLE		62558	0	0
TERNIUM SA	SPON ADR	880890108	1491	61728	SH		SOLE		61728	0	0
TERRAFORM GLOBAL INC	CL A	88104M101	161	40781	SH		SOLE		40781	0	0
TERRAFORM PWR INC	CL A COM	88104R100	559	43665	SH		SOLE		43665	0	0
TERRAVIA HLDGS INC	COM	88105A106	50	43497	SH		SOLE		43497	0	0
TERRENO RLTY CORP	COM	88146M101	1624	57008	SH		SOLE		57008	0	0
TERRITORIAL BANCORP INC	COM	88145X108	175	5316	SH		SOLE		5316	0	0
TESARO INC	COM	881569107	60715	451477	SH		SOLE		451477	0	0
TESARO INC	COM	881569107	3133	23300	SH		SOLE	2	23300	0	0
TESCO CORP	COM	88157K101	210	25510	SH		SOLE		25510	0	0
TESLA MTRS INC	COM	88160R101	8205	38397	SH		SOLE		38397	0	0
TESORO CORP	COM	881609101	22262	254568	SH		SOLE		254568	0	0
TESORO CORP	COM	881609101	6346	72566	SH		SOLE	2	0	0	72566
TESORO LOGISTICS LP	COM UNIT LP	88160T107	15307	301267	SH		SOLE		301267	0	0
TESSERA HLDG CORP	COM	88166T101	1907	43146	SH		SOLE		43146	0	0
TETRA TECH INC NEW	COM	88162G103	9921	229910	SH		SOLE		229910	0	0
TETRA TECHNOLOGIES INC DEL	COM	88162F105	240	47871	SH		SOLE		47871	0	0
TETRAPHASE PHARMACEUTICALS I	COM	88165N105	76	18906	SH		SOLE		18906	0	0
TEVA PHARMACEUTICAL INDS LTD	ADR	881624209	68456	1888452	SH		SOLE		1888452	0	0
TEXAS CAPITAL BANCSHARES INC	COM	88224Q107	18160	231637	SH		SOLE		231637	0	0
TEXAS CAPITAL BANCSHARES INC	COM	88224Q107	381	4860	SH		SOLE	2	0	0	4860
TEXAS INSTRS INC	COM	882508104	5938	81372	SH		SOLE		65634	0	15738
TEXAS INSTRS INC	COM	882508104	39795	545366	SH		SOLE	2	0	0	545366
TEXAS ROADHOUSE INC	COM	882681109	2936	60871	SH		SOLE		60871	0	0
TEXTAINER GROUP HOLDINGS LTD	SHS	G8766E109	88	11848	SH		SOLE		11848	0	0
TEXTRON INC	COM	883203101	1854	38179	SH		OTR		0	38179	0
TEXTRON INC	COM	883203101	5885	121189	SH		SOLE		121189	0	0
TFS FINL CORP	COM	87240R107	685	35990	SH		SOLE		35990	0	0
TG THERAPEUTICS INC	COM	88322Q108	88	18942	SH		SOLE		18942	0	0
THE TRADE DESK INC	COM CL A	88339J105	58	2094	SH		SOLE		2094	0	0
THERAPEUTICSMD INC	COM	88338N107	472	81862	SH		SOLE		81862	0	0
THERAVANCE BIOPHARMA INC	COM	G8807B106	683	21411	SH		SOLE		21411	0	0
THERAVANCE INC	NOTE 2.125% 1/1	88338TAB0	68	80000	PRN		SOLE		0	0	80000
THERMO FISHER SCIENTIFIC INC	COM	883556102	86953	616250	SH		SOLE		616250	0	0
THERMO FISHER SCIENTIFIC INC	COM	883556102	28910	204889	SH		SOLE	2	0	0	204889
THERMON GROUP HLDGS INC	COM	88362T103	323	16909	SH		SOLE		16909	0	0
THESTREET INC	COM	88368Q103	14	16585	SH		SOLE		16585	0	0
THIRD PT REINS LTD	COM	G8827U100	409	35404	SH		SOLE		35404	0	0
THOMSON REUTERS CORP	COM	884903105	252	5750	SH		SOLE		5750	0	0
THOR INDS INC	COM	885160101	7514	75098	SH		SOLE		75098	0	0
THRESHOLD PHARMACEUTICAL INC	COM NEW	885807206	19	42134	SH		SOLE		42134	0	0
TIDEWATER INC	COM	886423102	84	24755	SH		SOLE		24755	0	0
TIER REIT INC	COM NEW	88650V208	961	55236	SH		SOLE		55236	0	0
TIFFANY & CO NEW	COM	886547108	64655	835015	SH		SOLE		835015	0	0
TIFFANY & CO NEW	COM	886547108	6947	89718	SH		SOLE	2	0	0	89718
TILE SHOP HLDGS INC	COM	88677Q109	368	18813	SH		SOLE		18813	0	0
TILLYS INC	CL A	886885102	58	4364	SH		SOLE		4364	0	0
TIME INC NEW	COM	887228104	978	54813	SH		SOLE		54813	0	0
TIME WARNER INC	COM NEW	887317303	14	141	SH		OTR		141	0	0
TIME WARNER INC	COM NEW	887317303	4353	45092	SH		SOLE		45092	0	0
TIME WARNER INC	COM NEW	887317303	38059	394275	SH		SOLE	2	0	0	394275
TIMKEN CO	COM	887389104	1619	40780	SH		SOLE		40780	0	0
TIMKENSTEEL CORP	COM	887399103	349	22574	SH		SOLE		22574	0	0
TIPTREE FINL INC	CL A	88822Q103	53	8626	SH		SOLE		8626	0	0
TITAN INTL INC ILL	COM	88830M102	788	70259	SH		SOLE		70259	0	0
TITAN MACHY INC	COM	88830R101	271	18577	SH		SOLE		18577	0	0
TITAN PHARMACEUTICALS INC DE	COM NEW	888314309	40	9972	SH		SOLE		9972	0	0
TIVO CORP	COM	88870P106	8987	430019	SH		SOLE		430019	0	0
TJX COS INC NEW	COM	872540109	2114	28136	SH		SOLE		28136	0	0
TJX COS INC NEW	COM	872540109	31825	423601	SH		SOLE	2	0	0	423601
TOKAI PHARMACEUTICALS INC	COM	88907J107	4	4020	SH		SOLE		4020	0	0
TOLL BROTHERS INC	COM	889478103	2865	92421	SH		SOLE		92421	0	0
TOMPKINS FINANCIAL CORPORATI	COM	890110109	702	7421	SH		SOLE		7421	0	0
TONIX PHARMACEUTICALS HLDG C	COM NEW	890260201	1	1554	SH		SOLE		1554	0	0
TOOTSIE ROLL INDS INC	COM	890516107	364	9155	SH		SOLE		9155	0	0
TOPBUILD CORP	COM	89055F103	3776	106074	SH		SOLE		106074	0	0
TOR MINERALS INTL INC	COM NEW	890878309	6	1000	SH		SOLE		1000	0	0
TORCHLIGHT ENERGY RES INC	COM	89102U103	19	15877	SH		SOLE		15877	0	0
TORCHMARK CORP	COM	891027104	4458	60436	SH		SOLE		60436	0	0
TORCHMARK CORP	COM	891027104	6830	92595	SH		SOLE	2	0	0	92595
TORO CO	COM	891092108	3549	63426	SH		SOLE		63426	0	0
TOTAL S A	SPONSORED ADR	89151E109	362801	7117930	SH		SOLE		7117930	0	0
TOTAL SYS SVCS INC	COM	891906109	22160	451966	SH		SOLE		451966	0	0
TOTAL SYS SVCS INC	COM	891906109	5899	120305	SH		SOLE	2	0	0	120305
TOWER INTL INC	COM	891826109	3506	123681	SH		SOLE		123681	0	0
TOWN SPORTS INTL HLDGS INC	COM	89214A102	13	5154	SH		SOLE		5154	0	0
TOWNEBANK PORTSMOUTH VA	COM	89214P109	981	29510	SH		SOLE		29510	0	0
TOWNSQUARE MEDIA INC	CL A	892231101	35	3386	SH		SOLE		3386	0	0
TPI COMPOSITES INC	COM	87266J104	37	2282	SH		SOLE		2282	0	0
TRACON PHARMACEUTICALS INC	COM	89237H100	7	1428	SH		SOLE		1428	0	0
TRACTOR SUPPLY CO	COM	892356106	5338	70417	SH		SOLE		60009	0	10408
TRACTOR SUPPLY CO	COM	892356106	7166	94528	SH		SOLE	2	0	0	94528
TRANSACT TECHNOLOGIES INC	COM	892918103	18	2692	SH		SOLE		2692	0	0
TRANSDIGM GROUP INC	COM	893641100	70444	282955	SH		SOLE		282955	0	0
TRANSDIGM GROUP INC	COM	893641100	7830	31450	SH		SOLE	2	0	0	31450
TRANSENTERIX INC	COM NEW	89366M201	43	32778	SH		SOLE		32778	0	0
TRANSOCEAN LTD	REG SHS	H8817H100	2312	156862	SH		SOLE		156862	0	0
TRANSOCEAN LTD	OPTIONS	SB3KFWW16	99	6700	SH	Call	OTR		6700	0	0
TRANSUNION	COM	89400J107	1205	38970	SH		SOLE		38970	0	0
TRAVELCENTERS AMER LLC	COM	894174101	481	67744	SH		SOLE		67744	0	0
TRAVELERS COMPANIES INC	COM	89417E109	225583	1842694	SH		SOLE		1842694	0	0
TRAVELERS COMPANIES INC	COM	89417E109	19991	163297	SH		SOLE	2	0	0	163297
TRAVELPORT WORLDWIDE LTD	SHS	G9019D104	927	65722	SH		SOLE		65722	0	0
TRAVELZOO INC	COM NEW	89421Q205	20	2100	SH		SOLE		2100	0	0
TRC COS INC	COM	872625108	127	12027	SH		SOLE		12027	0	0
TRECORA RES	COM	894648104	167	12030	SH		SOLE		12030	0	0
TREDEGAR CORP	COM	894650100	315	13131	SH		SOLE		13131	0	0
TREEHOUSE FOODS INC	COM	89469A104	10184	141072	SH		SOLE		141072	0	0
TREEHOUSE FOODS INC	COM	89469A104	233	3230	SH		SOLE	2	0	0	3230
TREVENA INC	COM	89532E109	443	75298	SH		SOLE		75298	0	0
TREX CO INC	COM	89531P105	1314	20404	SH		SOLE		20404	0	0
TRI POINTE GROUP INC	COM	87265H109	923	80426	SH		SOLE		80426	0	0
TRIANGLE PETE CORP	COM NEW	89600B201	3	11728	SH		SOLE		11728	0	0
TRIBUNE MEDIA CO	CL A	896047503	1660	47447	SH		SOLE		47447	0	0
TRICO BANCSHARES	COM	896095106	420	12295	SH		SOLE		12295	0	0
TRIMAS CORP	COM NEW	896215209	554	23559	SH		SOLE		23559	0	0
TRIMBLE INC	COM	896239100	4670	154886	SH		SOLE		154886	0	0
TRIMBLE INC	COM	896239100	5656	187605	SH		SOLE	2	0	0	187605
TRINET GROUP INC	COM	896288107	6763	263955	SH		SOLE		263955	0	0
TRINITY INDS INC	COM	896522109	2464	88756	SH		SOLE		88756	0	0
TRINITY PL HLDGS INC	COM	89656D101	65	6995	SH		SOLE		6995	0	0
TRINSEO S A	SHS	L9340P101	1037	17493	SH		SOLE		17493	0	0
TRIPADVISOR INC	COM	896945201	20018	431697	SH		SOLE		431697	0	0
TRIPADVISOR INC	COM	896945201	1823	39311	SH		SOLE	2	0	0	39311
TRIPLE-S MGMT CORP	CL B	896749108	248	11996	SH		SOLE		11996	0	0
TRISTATE CAP HLDGS INC	COM	89678F100	12774	578022	SH		SOLE		578022	0	0
TRITON INTL LTD	CL A	G9078F107	317	20034	SH		SOLE		20034	0	0
TRIUMPH BANCORP INC	COM	89679E300	154	5907	SH		SOLE		5907	0	0
TRIUMPH GROUP INC NEW	COM	896818101	12049	454676	SH		SOLE		454676	0	0
TRIUMPH GROUP INC NEW	COM	896818101	267	10070	SH		SOLE	2	0	0	10070
TRONC INC	COM	89703P107	404	29163	SH		SOLE		29163	0	0
TRONOX LTD	SHS CL A	Q9235V101	348	33758	SH		SOLE		33758	0	0
TROVAGENE INC	COM NEW	897238309	31	14553	SH		SOLE		14553	0	0
TRUEBLUE INC	COM	89785X101	551	22336	SH		SOLE		22336	0	0
TRUECAR INC	COM	89785L107	368	29416	SH		SOLE		29416	0	0
TRUPANION INC	COM	898202106	138	8886	SH		SOLE		8886	0	0
TRUSTCO BK CORP N Y	COM	898349105	420	47944	SH		SOLE		47944	0	0
TRUSTMARK CORP	COM	898402102	1277	35833	SH		SOLE		35833	0	0
TTM TECHNOLOGIES INC	COM	87305R109	560	41101	SH		SOLE		41101	0	0
TUESDAY MORNING CORP	COM NEW	899035505	135	25084	SH		SOLE		25084	0	0
TUPPERWARE BRANDS CORP	COM	899896104	7006	133139	SH		SOLE		133139	0	0
TURNING PT BRANDS INC	COM	90041L105	26	2129	SH		SOLE		2129	0	0
TURTLE BEACH CORP	COM	900450107	8	6063	SH		SOLE		6063	0	0
TUTOR PERINI CORP	COM	901109108	568	20293	SH		SOLE		20293	0	0
TWENTY FIRST CENTY FOX INC	CL A	90130A101	1316	46949	SH		SOLE		46949	0	0
TWENTY FIRST CENTY FOX INC	CL B	90130A200	1527	56028	SH		OTR		2768	53260	0
TWENTY FIRST CENTY FOX INC	CL B	90130A200	1024	37575	SH		SOLE		37575	0	0
TWILIO INC	CL A	90138F102	337	11682	SH		SOLE		11682	0	0
TWIN DISC INC	COM	901476101	27	1831	SH		SOLE		1831	0	0
TWITTER INC	COM	90184L102	6019	369244	SH		SOLE		369244	0	0
TWITTER INC	COM	90184L102	3180	195066	SH		SOLE	2	0	0	195066
TWO HBRS INVT CORP	COM	90187B101	1785	204650	SH		SOLE		204650	0	0
TYLER TECHNOLOGIES INC	COM	902252105	3683	25794	SH		SOLE		19625	0	6169
TYSON FOODS INC	CL A	902494103	15461	250660	SH		SOLE		250660	0	0
TYSON FOODS INC	UNIT 99/99/9999	902494301	23962	354202	SH		SOLE		354202	0	0
U S CONCRETE INC	COM NEW	90333L201	498	7606	SH		SOLE		7606	0	0
U S G CORP	COM NEW	903293405	1511	52317	SH		SOLE		52317	0	0
U S GEOTHERMAL INC	COM NEW	90338S201	31	7641	SH		SOLE		7641	0	0
U S GLOBAL INVS INC	CL A	902952100	6	4302	SH		SOLE		4302	0	0
U S PHYSICAL THERAPY INC	COM	90337L108	2631	37483	SH		SOLE		37483	0	0
U S SILICA HLDGS INC	COM	90346E103	19612	346016	SH		SOLE		346016	0	0
U S SILICA HLDGS INC	COM	90346E103	102	1800	SH		SOLE	2	0	0	1800
U.S. AUTO PARTS NETWORK INC	COM	90343C100	65	18589	SH		SOLE		18589	0	0
UBIQUITI NETWORKS INC	COM	90347A100	8187	141649	SH		SOLE		141649	0	0
UBS AG LONDON BRH	ETRACS MTH 2XLV	90270L842	71	4226	SH		OTR		4226	0	0
UCP INC	CL A	90265Y106	65	5405	SH		SOLE		5405	0	0
UDR INC	COM	902653104	26076	714806	SH		SOLE		714806	0	0
UDR INC	COM	902653104	6513	178539	SH		SOLE	2	0	0	178539
UFP TECHNOLOGIES INC	COM	902673102	102	3999	SH		SOLE		3999	0	0
UGI CORP NEW	COM	902681105	12134	263328	SH		SOLE		263328	0	0
UGI CORP NEW	COM	902681105	6452	140012	SH		SOLE	2	0	0	140012
ULTA SALON COSMETCS & FRAG I	COM	90384S303	64736	253927	SH		SOLE		253927	0	0
ULTA SALON COSMETCS & FRAG I	COM	90384S303	10628	41687	SH		SOLE	2	0	0	41687
ULTIMATE SOFTWARE GROUP INC	COM	90385D107	7745	42472	SH		SOLE		37420	0	5052
ULTIMATE SOFTWARE GROUP INC	COM	90385D107	139	760	SH		SOLE	2	0	0	760
ULTRA CLEAN HLDGS INC	COM	90385V107	1663	171446	SH		SOLE		171446	0	0
ULTRAGENYX PHARMACEUTICAL IN	COM	90400D108	3168	45057	SH		SOLE		45057	0	0
ULTRALIFE CORP	COM	903899102	22	4545	SH		SOLE		4545	0	0
ULTRATECH INC	COM	904034105	8394	350053	SH		SOLE		350053	0	0
UMB FINL CORP	COM	902788108	9756	126505	SH		SOLE		126505	0	0
UMH PPTYS INC	COM	903002103	231	15368	SH		SOLE		15368	0	0
UMPQUA HLDGS CORP	COM	904214103	6049	322122	SH		SOLE		322122	0	0
UNDER ARMOUR INC	CL A	904311107	5529	190339	SH		SOLE		190339	0	0
UNDER ARMOUR INC	CL A	904311107	3621	124649	SH		SOLE	2	0	0	124649
UNDER ARMOUR INC	CL C	904311206	147	5822	SH		OTR		5822	0	0
UNDER ARMOUR INC	CL C	904311206	2076	82492	SH		SOLE		82492	0	0
UNDER ARMOUR INC	CL C	904311206	4052	160995	SH		SOLE	2	0	0	160995
UNIFI INC	COM NEW	904677200	266	8161	SH		SOLE		8161	0	0
UNIFIRST CORP MASS	COM	904708104	1157	8054	SH		SOLE		8054	0	0
