COLUMN 1: Name of Issuer	COLUMN 2: Title of Class	COLUMN 3: CUSIP Number	COLUMN 4: Market Value	COLUMN 5: Amount and Type of Security	 	 	COLUMN 6: Investment Discretion	COLUMN 7: Other Managers	COLUMN 8: Voting Authority	 	 
SPIRIT AIRLS INC 	COM	848577102	5623	117800	SH	Put	DFND	01, 02	117800	0	0
SPIRIT RLTY CAP INC NEW 	COM NEW	84860W300	404	9463	SH		DFND	01, 02	9463	0	0
SPIRIT RLTY CAP INC NEW 	COM NEW	84860W300	34	800	SH	Call	DFND	01, 02	800	0	0
SPIRIT RLTY CAP INC NEW 	COM NEW	84860W300	849	19900	SH	Put	DFND	01, 02	19900	0	0
SPLUNK INC 	COM	848637104	1893	15051	SH		DFND	01, 02	15051	0	0
SPLUNK INC 	COM	848637104	11418	90800	SH	Call	DFND	01, 02	90800	0	0
SPLUNK INC 	COM	848637104	5269	41900	SH	Put	DFND	01, 02	41900	0	0
SPOTIFY TECHNOLOGY S A 	SHS	L8681T102	15824	108221	SH		DFND	01, 02	108221	0	0
SPOTIFY TECHNOLOGY S A 	SHS	L8681T102	12063	82500	SH	Call	DFND	01, 02	82500	0	0
SPOTIFY TECHNOLOGY S A	SHS	L8681T102	25589	175000	SH	Put	DFND	01, 02	175000	0	0
SPRAGUE RES LP 	COM UNIT REP LTD	849343108	464	26153	SH		DFND	01, 02	26153	0	0
SPRAGUE RES LP 	COM UNIT REP LTD	849343108	266	15000	SH	Call	DFND	01, 02	15000	0	0
SPRAGUE RES LP 	COM UNIT REP LTD	849343108	1771	99900	SH	Put	DFND	01, 02	99900	0	0
SPROUTS FMRS MKT INC 	COM	85208M102	2312	122400	SH		DFND	01, 02	122400	0	0
SPROUTS FMRS MKT INC 	COM	85208M102	661	35000	SH	Call	DFND	01, 02	35000	0	0
SPROUTS FMRS MKT INC 	COM	85208M102	1570	83100	SH	Put	DFND	01, 02	83100	0	0
SPX CORP 	COM	784635104	2381	72100	SH	Call	DFND	01, 02	72100	0	0
SQUARE INC 	CL A	852234103	21922	302245	SH		DFND	01, 02	302245	0	0
SQUARE INC 	CL A	852234103	3416	47100	SH	Call	DFND	01, 02	47100	0	0
SQUARE INC 	CL A	852234103	130924	1805100	SH	Put	DFND	01, 02	1805100	0	0
SS&C TECHNOLOGIES HLDGS INC 	COM	78467J100	144	2497	SH		DFND	01, 02	2497	0	0
SS&C TECHNOLOGIES HLDGS INC 	COM	78467J100	104	1800	SH	Call	DFND	01, 02	1800	0	0
SS&C TECHNOLOGIES HLDGS INC 	COM	78467J100	553	9600	SH	Put	DFND	01, 02	9600	0	0
SSR MNG INC 	COM	784730103	2845	208101	SH		DFND	01, 02	208101	0	0
SSR MNG INC 	COM	784730103	3535	258600	SH	Call	DFND	01, 02	258600	0	0
SSR MNG INC 	COM	784730103	2429	177700	SH	Put	DFND	01, 02	177700	0	0
STAMPS COM INC 	COM NEW	852857200	343	7572	SH		DFND	01, 02	7572	0	0
STAMPS COM INC 	COM NEW	852857200	95	2100	SH	Call	DFND	01, 02	2100	0	0
STAMPS COM INC 	COM NEW	852857200	779	17200	SH	Put	DFND	01, 02	17200	0	0
STANLEY BLACK & DECKER INC	COM	854502101	13741	95020	SH		DFND	01, 02	95020	0	0
STANLEY BLACK & DECKER INC	COM	854502101	1229	8500	SH	Call	DFND	01, 02	8500	0	0
STANLEY BLACK & DECKER INC 	COM	854502101	7418	51300	SH	Put	DFND	01, 02	51300	0	0
STAR BULK CARRIERS CORP 	SHS PAR	Y8162K204	19	2000	SH	Call	DFND	01, 02	2000	0	0
STAR BULK CARRIERS CORP 	SHS PAR	Y8162K204	94	9700	SH	Put	DFND	01, 02	9700	0	0
STARBUCKS CORP 	COM	855244109	1288	15366	SH		DFND	01, 02	15366	0	0
STARBUCKS CORP 	COM	855244109	3051	36400	SH	Call	DFND	01, 02	36400	0	0
STARBUCKS CORP 	COM	855244109	5851	69800	SH	Put	DFND	01, 02	69800	0	0
STARS GROUP INC 	COM	85570W100	1793	105031	SH		DFND	01, 02	105031	0	0
STARWOOD PPTY TR INC 	COM	85571B105	786	34600	SH	Call	DFND	01, 02	34600	0	0
STARWOOD PPTY TR INC 	COM	85571B105	91	4000	SH	Put	DFND	01, 02	4000	0	0
STATE STR CORP 	COM	857477103	922	16441	SH		DFND	01, 02	16441	0	0
STATE STR CORP 	COM	857477103	207	3700	SH	Call	DFND	01, 02	3700	0	0
STATE STR CORP 	COM	857477103	230	4100	SH	Put	DFND	01, 02	4100	0	0
STEEL DYNAMICS INC 	COM	858119100	3134	103777	SH		DFND	01, 02	103777	0	0
STEEL DYNAMICS INC 	COM	858119100	5505	182300	SH	Call	DFND	01, 02	182300	0	0
STEEL DYNAMICS INC 	COM	858119100	6979	231100	SH	Put	DFND	01, 02	231100	0	0
STERICYCLE INC	COM	858912108	329	6900	SH	Call	DFND	01, 02	6900	0	0
STERIS PLC 	SHS USD	G8473T100	3097	20800	SH	Call	DFND	01, 02	20800	0	0
STERIS PLC 	SHS USD	G8473T100	2978	20000	SH	Put	DFND	01, 02	20000	0	0
STIFEL FINL CORP 	COM	860630102	827	14000	SH	Call	DFND	01, 02	14000	0	0
STITCH FIX INC 	COM CL A	860897107	109	3401	SH		DFND	01, 02	3401	0	0
STITCH FIX INC 	COM CL A	860897107	256	8000	SH	Call	DFND	01, 02	8000	0	0
STMICROELECTRONICS N V 	NY REGISTRY	861012102	635	36030	SH		DFND	01, 02	36030	0	0
STMICROELECTRONICS N V 	NY REGISTRY	861012102	206	11700	SH	Call	DFND	01, 02	11700	0	0
STMICROELECTRONICS N V 	NY REGISTRY	861012102	1605	91100	SH	Put	DFND	01, 02	91100	0	0
STORE CAP CORP 	COM	862121100	220	6628	SH		DFND	01, 02	6628	0	0
STORE CAP CORP 	COM	862121100	20	600	SH	Call	DFND	01, 02	600	0	0
STORE CAP CORP 	COM	862121100	415	12500	SH	Put	DFND	01, 02	12500	0	0
STRATASYS LTD 	SHS	M85548101	1027	34960	SH		DFND	01, 02	34960	0	0
STRATASYS LTD 	SHS	M85548101	2015	68600	SH	Call	DFND	01, 02	68600	0	0
STRATASYS LTD 	SHS	M85548101	4552	155000	SH	Put	DFND	01, 02	155000	0	0
STRATEGIC ED INC	COM	86272C103	659	3700	SH	Call	DFND	01, 02	3700	0	0
STRYKER CORP 	COM	863667101	4811	23400	SH	Call	DFND	01, 02	23400	0	0
STRYKER CORP 	COM	863667101	2138	10400	SH	Put	DFND	01, 02	10400	0	0
SUMMIT MATLS INC 	CL A 	86614U100	564	29285	SH		DFND	01, 02	29285	0	0
SUMMIT MATLS INC 	CL A	86614U100	874	45400	SH	Call	DFND	01, 02	45400	0	0
SUMMIT MIDSTREAM PARTNERS LP 	COM UNIT LTD	866142102	65	8748	SH		DFND	01, 02	8748	0	0
SUMMIT MIDSTREAM PARTNERS LP 	COM UNIT LTD	866142102	75	10100	SH	Put	DFND	01, 02	10100	0	0
SUNCOKE ENERGY INC 	COM	86722A103	658	74141	SH		DFND	01, 02	71141	0	0
SUNCOKE ENERGY INC 	COM	86722A103	135	15200	SH	Call	DFND	01, 02	15200	0	0
SUNCOKE ENERGY INC 	COM	86722A103	1898	213700	SH	Put	DFND	01, 02	213700	0	0
SUNCOR ENERGY INC NEW 	COM	867224107	594	19065	SH		DFND	01, 02	19065	0	0
SUNCOR ENERGY INC NEW 	COM	867224107	156	5000	SH	Put	DFND	01, 02	5000	0	0
SUNOCO LP 	COM UT REP LP	86765K109	233	7448	SH		DFND	01, 02	7448	0	0
SUNOCO LP 	COM UT REP LP	86765K109	263	8400	SH	Put	DFND	01, 02	8400	0	0
SUNPOWER CORP 	COM	867652406	809	75700	SH	Call	DFND	01, 02	75700	0	0
SUNRUN INC	COM	86771W105	1955	104200	SH	Call	DFND	01, 02	104200	0	0
SUNRUN INC 	COM	86771W105	5913	315200	SH	Put	DFND	01, 02	315200	0	0
SUPERIOR INDS INTL INC 	COM	868168105	180	52012	SH		DFND	01, 02	52012	0	0
SUPERIOR INDS INTL INC 	COM	868168105	2	600	SH	Call	DFND	01, 02	600	0	0
SUPERIOR INDS INTL INC 	COM	868168105	214	61900	SH	Put	DFND	01, 02	61900	0	0
SURGERY PARTNERS INC 	COM	86881A100	97	11905	SH		DFND	01, 02	11905	0	0
SVB FINL GROUP 	COM	78486Q101	1743	7762	SH		DFND	01, 02	7762	0	0
SVB FINL GROUP 	COM	78486Q101	3840	17100	SH	Call	DFND	01, 02	17100	0	0
SVB FINL GROUP 	COM	78486Q101	8108	36100	SH	Put	DFND	01, 02	36100	0	0
SWITCH INC 	CL A 	87105L104	634	48422	SH		DFND	01, 02	48422	0	0
SYMANTEC CORP 	COM	871503108	868	39870	SH		DFND	01, 02	39870	0	0
SYMANTEC CORP 	COM	871503108	788	36200	SH	Call	DFND	01, 02	36200	0	0
SYMANTEC CORP 	COM	871503108	7736	355500	SH	Put	DFND	01, 02	355500	0	0
SYNAPTICS INC 	COM	87157D109	2007	68890	SH		DFND	01, 02	68890	0	0
SYNAPTICS INC 	COM	87157D109	64	2200	SH	Call	DFND	01, 02	2200	0	0
SYNAPTICS INC 	COM	87157D109	3747	128600	SH	Put	DFND	01, 02	128600	0	0
SYNCHRONY FINL	COM	87165B103	3026	87274	SH		DFND	01, 02	87274	0	0
SYNCHRONY FINL	COM	87165B103	6840	197300	SH	Call	DFND	01, 02	197300	0	0
SYNCHRONY FINL 	COM	87165B103	13892	400700	SH	Put	DFND	01, 02	400700	0	0
SYNOPSYS INC 	COM	871607107	3555	27628	SH		DFND	01, 02	27628	0	0
SYNOPSYS INC 	COM	871607107	12779	99300	SH	Call	DFND	01, 02	99300	0	0
SYNOPSYS INC 	COM	871607107	11621	90300	SH	Put	DFND	01, 02	90300	0	0
SYNOVUS FINL CORP 	COM NEW	87161C501	1410	40274	SH		DFND	01, 02	40274	0	0
SYNOVUS FINL CORP 	COM NEW	87161C501	739	21100	SH	Call	DFND	01, 02	21100	0	0
SYNOVUS FINL CORP 	COM NEW	87161C501	350	10000	SH	Put	DFND	01, 02	10000	0	0
SYSCO CORP 	COM	871829107	118	1671	SH		DFND	01, 02	1671	0	0
SYSCO CORP	COM	871829107	446	6300	SH	Call	DFND	01, 02	6300	0	0
SYSCO CORP 	COM	871829107	1117	15800	SH	Put	DFND	01, 02	15800	0	0
T MOBILE US INC 	COM	872590104	1306	17610	SH		DFND	01, 02	17610	0	0
T MOBILE US INC 	COM	872590104	1616	21800	SH	Put	DFND	01, 02	21800	0	0
TABLEAU SOFTWARE INC 	CL A	87336U105	10692	64400	SH	Call	DFND	01, 02	64400	0	0
TABLEAU SOFTWARE INC 	CL A	87336U105	1361	8200	SH	Put	DFND	01, 02	8200	0	0
TABULA RASA HEALTHCARE INC 	COM	873379101	1413	28300	SH	Call	DFND	01, 02	28300	0	0
TABULA RASA HEALTHCARE INC 	COM	873379101	804	16100	SH	Put	DFND	01, 02	16100	0	0
TAILORED BRANDS INC	COM	87403A107	90	15578	SH		DFND	01, 02	15578	0	0
TAILORED BRANDS INC 	COM	87403A107	259	44900	SH	Call	DFND	01, 02	44900	0	0
TAILORED BRANDS INC 	COM	87403A107	140	24200	SH	Put	DFND	01, 02	24200	0	0
TAIWAN SEMICONDUCTOR MFG LTD 	SPONSORED ADS	874039100	3253	83041	SH		DFND	01, 02	83041	0	0
TAIWAN SEMICONDUCTOR MFG LTD 	SPONSORED ADS	874039100	1990	50800	SH	Call	DFND	01, 02	50800	0	0
TAIWAN SEMICONDUCTOR MFG LTD 	SPONSORED ADS	874039100	4979	127100	SH	Put	DFND	01, 02	127100	0	0
TAKE-TWO INTERACTIVE SOFTWAR 	COM	874054109	4803	42309	SH		DFND	01, 02	42309	0	0
TAKE-TWO INTERACTIVE SOFTWAR 	COM	874054109	1669	14700	SH	Call	DFND	01, 02	14700	0	0
TAKE-TWO INTERACTIVE SOFTWAR 	COM	874054109	16541	145700	SH	Put	DFND	01, 02	145700	0	0
TAKEDA PHARMACEUTICAL CO LTD	SPONSORED ADS	874060205	442	24965	SH		DFND	01, 02	24965	0	0
TAKEDA PHARMACEUTICAL CO LTD 	SPONSORED ADS	874060205	676	38200	SH	Put	DFND	01, 02	38200	0	0
TAL EDUCATION GROUP 	SPONSORED ADS	874080104	1915	50272	SH		DFND	01, 02	50272	0	0
TAL EDUCATION GROUP 	SPONSORED ADS	874080104	312	8200	SH	Call	DFND	01, 02	8200	0	0
TAL EDUCATION GROUP 	SPONSORED ADS	874080104	15895	417200	SH	Put	DFND	01, 02	417200	0	0
TALLGRASS ENERGY LP	CLASS A SHS 	874696107	402	19037	SH		DFND	01, 02	19037	0	0
TALLGRASS ENERGY LP 	CLASS A SHS 	874696107	112	5300	SH	Call	DFND	01, 02	5300	0	0
TALLGRASS ENERGY LP 	CLASS A SHS 	874696107	507	24000	SH	Put	DFND	01, 02	24000	0	0
TANGER FACTORY OUTLET CTRS I 	COM	875465106	1816	112033	SH		DFND	01, 02	112033	0	0
TANGER FACTORY OUTLET CTRS I 	COM	875465106	935	57700	SH	Call	DFND	01, 02	57700	0	0
TANGER FACTORY OUTLET CTRS I 	COM	875465106	3284	202600	SH	Put	DFND	01, 02	202600	0	0
TAPESTRY INC 	COM	876030107	2233	70364	SH		DFND	01, 02	70364	0	0
TAPESTRY INC	COM	876030107	3500	110300	SH	Put	DFND	01, 02	110300	0	0
TARGA RES CORP 	COM	87612G101	4460	113591	SH		DFND	01, 02	113591	0	0
TARGA RES CORP 	COM	87612G101	4425	112700	SH	Call	DFND	01, 02	112700	0	0
TARGA RES CORP 	COM	87612G101	25370	646200	SH	Put	DFND	01, 02	646200	0	0
TARGET CORP 	COM	87612E106	18058	208500	SH	Call	DFND	01, 02	208500	0	0
TARGET CORP 	COM	87612E106	7916	91400	SH	Put	DFND	01, 02	91400	0	0
TATA MTRS LTD 	SPONSORED ADR	876568502	248	21203	SH		DFND	01, 02	21203	0	0
TATA MTRS LTD 	SPONSORED ADR	876568502	291	24900	SH	Call	DFND	01, 02	24900	0	0
TATA MTRS LTD  	SPONSORED ADR	876568502	446	38200	SH	Put	DFND	01, 02	38200	0	0
TAUBMAN CTRS INC 	COM	876664103	278	6803	SH		DFND	01, 02	6803	0	0
TAUBMAN CTRS INC 	COM	876664103	935	22900	SH	Put	DFND	01, 02	22900	0	0
TCG BDC INC 	COM	872280102	146	9586	SH		DFND	01, 02	9586	0	0
TCG BDC INC 	COM	872280102	30	2000	SH	Put	DFND	01, 02	2000	0	0
TD AMERITRADE HLDG CORP 	COM	87236Y108	439	8800	SH	Call	DFND	01, 02	8800	0	0
TE CONNECTIVITY LTD 	REG SHS	H84989104	466	4868	SH		DFND	01, 02	4868	0	0
TECH DATA CORP 	COM	878237106	443	4232	SH		DFND	01, 02	4232	0	0
TECHTARGET INC 	COM	87874R100	1234	58087	SH		DFND	01, 02	58087	0	0
TECK RESOURCES LTD 	CL B	878742204	4	156	SH		DFND	01, 02	156	0	0
TECK RESOURCES LTD 	CL B	878742204	743	32200	SH	Call	DFND	01, 02	32200	0	0
TECK RESOURCES LTD 	CL B	878742204	625	27100	SH	Put	DFND	01, 02	27100	0	0
TEEKAY CORPORATION 	COM	Y8564W103	303	87988	SH		DFND	01, 02	87988	0	0
TEEKAY LNG PARTNERS L P 	PRTNRSP UNITS	Y8564M105	150	10615	SH		DFND	01, 02	10615	0	0
TEEKAY LNG PARTNERS L P 	PRTNRSP UNITS	Y8564M105	388	27500	SH	Put	DFND	01, 02	27500	0	0
TELADOC HEALTH INC 	COM	87918A105	4609	69400	SH	Call	DFND	01, 02	69400	0	0
TELADOC HEALTH INC 	COM	87918A105	19451	292900	SH	Put	DFND	01, 02	292900	0	0
TELEDYNE TECHNOLOGIES INC 	COM	879360105	2821	10300	SH	Call	DFND	01, 02	10300	0	0
TELEDYNE TECHNOLOGIES INC 	COM	879360105	2793	10200	SH	Put	DFND	01, 02	10200	0	0
TELEFLEX INC 	COM	879369106	489	1476	SH		DFND	01, 02	1476	0	0
TELEFLEX INC 	COM	879369106	2517	7600	SH	Call	DFND	01, 02	7600	0	0
TELEFLEX INC 	COM	879369106	1424	4300	SH	Put	DFND	01, 02	4300	0	0
TELENAV INC 	COM	879455103	139	17407	SH		DFND	01, 02	17407	0	0
TELEPHONE & DATA SYS INC 	COM NEW	879433829	457	15048	SH		DFND	01, 02	15048	0	0
TELEPHONE & DATA SYS INC 	COM NEW	879433829	593	19500	SH	Call	DFND	01, 02	19500	0	0
TEMPUR SEALY INTL INC	COM	88023U101	1651	22500	SH	Call	DFND	01, 02	22500	0	0
TEMPUR SEALY INTL INC	COM	88023U101	616	8400	SH	Put	DFND	01, 02	8400	0	0
TENABLE HLDGS INC 	COM	88025T102	414	14500	SH	Call	DFND	01, 02	14500	0	0
TENABLE HLDGS INC 	COM	88025T102	80	2800	SH	Put	DFND	01, 02	2800	0	0
TENARIS S A 	SPONSORED ADS	88031M109	349	13267	SH		DFND	01, 02	13267	0	0
TENARIS S A 	SPONSORED ADS	88031M109	371	14100	SH	Call	DFND	01, 02	14100	0	0
TENARIS S A 	SPONSORED ADS	88031M109	1287	48900	SH	Put	DFND	01, 02	48900	0	0
TENCENT MUSIC ENTMT GROUP 	SPON ADS	88034P109	2691	179500	SH	Call	DFND	01, 02	179500	0	0
TENCENT MUSIC ENTMT GROUP	SPON ADS	88034P109	750	50000	SH	Put	DFND	01, 02	50000	0	0
TENET HEALTHCARE CORP 	COM NEW	88033G407	1917	92784	SH		DFND	01, 02	92784	0	0
TENET HEALTHCARE CORP 	COM NEW	88033G407	5533	267800	SH	Put	DFND	01, 02	267800	0	0
TENNECO INC	CL A VTG COM STK	880349105	111	10000	SH	Call	DFND	01, 02	10000	0	0
TENNECO INC	CL A VTG COM STK	880349105	367	33100	SH	Put	DFND	01, 02	33100	0	0
TERADATA CORP DEL 	COM	88076W103	550	15337	SH		DFND	01, 02	15337	0	0
TERADATA CORP DEL 	COM	88076W103	2029	56600	SH	Call	DFND	01, 02	56600	0	0
TERADATA CORP DEL 	COM	88076W103	1986	55400	SH	Put	DFND	01, 02	55400	0	0
TERADYNE INC 	COM	880770102	4918	102658	SH		DFND	01, 02	102658	0	0
TERADYNE INC 	COM	880770102	2328	48600	SH	Call	DFND	01, 02	48600	0	0
TERADYNE INC 	COM	880770102	2453	51200	SH	Put	DFND	01, 02	51200	0	0
TEREX CORP NEW 	COM	880779103	3	103	SH		DFND	01, 02	103	0	0
TEREX CORP NEW 	COM	880779103	283	9000	SH	Call	DFND	01, 02	9000	0	0
TEREX CORP NEW 	COM	880779103	82	2600	SH	Put	DFND	01, 02	2600	0	0
TERNIUM SA 	SPONSORED ADS	880890108	431	19200	SH	Call	DFND	01, 02	19200	0	0
TERNIUM SA 	SPONSORED ADS	880890108	148	6600	SH	Put	DFND	01, 02	6600	0	0
TERRAFORM PWR INC 	COM CL A	88104R209	1849	129300	SH	Call	DFND	01, 02	129300	0	0
TERRAFORM PWR INC 	COM CL A	88104R209	749	52400	SH	Put	DFND	01, 02	52400	0	0
TESLA INC 	COM	88160R101	134	598	SH		DFND	01, 02	598	0	0
TESLA INC 	COM	88160R101	9475	42400	SH	Call	DFND	01, 02	42400	0	0
TESLA INC 	COM	88160R101	35508	158900	SH	Put	DFND	01, 02	158900	0	0
TETRA TECH INC NEW 	COM	88162G103	1995	25400	SH	Call	DFND	01, 02	25400	0	0
TEVA PHARMACEUTICAL INDS LTD 	SPONSORED ADS	881624209	5065	548797	SH		DFND	01, 02	548797	0	0
TEVA PHARMACEUTICAL INDS LTD 	SPONSORED ADS	881624209	1361	147500	SH	Call	DFND	01, 02	147500	0	0
TEVA PHARMACEUTICAL INDS LTD 	SPONSORED ADS	881624209	9578	1037700	SH	Put	DFND	01, 02	1037700	0	0
TEXAS CAPITAL BANCSHARES INC 	COM	88224Q107	292	4752	SH		DFND	01, 02	4752	0	0
TEXAS CAPITAL BANCSHARES INC 	COM	88224Q107	1405	22900	SH	Put	DFND	01, 02	22900	0	0
TEXAS INSTRS INC 	COM	882508104	2063	17978	SH		DFND	01, 02	17978	0	0
TEXAS INSTRS INC 	COM	882508104	20829	181500	SH	Call	DFND	01, 02	181500	0	0
TEXAS INSTRS INC 	COM	882508104	9789	85300	SH	Put	DFND	01, 02	85300	0	0
TEXAS ROADHOUSE INC 	COM	882681109	1186	22100	SH	Call	DFND	01, 02	22100	0	0
TEXAS ROADHOUSE INC 	COM	882681109	21	400	SH	Put	DFND	01, 02	400	0	0
TEXTRON INC	COM	883203101	208	3929	SH		DFND	01, 02	3929	0	0
THE CHARLES SCHWAB CORPORATI 	COM	808513105	355	8821	SH		DFND	01, 02	8821	0	0
THE CHARLES SCHWAB CORPORATI 	COM	808513105	1186	29500	SH	Call	DFND	01, 02	29500	0	0
THE CHARLES SCHWAB CORPORATI 	COM	808513105	780	19400	SH	Put	DFND	01, 02	19400	0	0
THE TRADE DESK INC 	COM CL A	88339J105	575	2525	SH		DFND	01, 02	2525	0	0
THE TRADE DESK INC 	COM CL A	88339J105	13325	58500	SH	Call	DFND	01, 02	58500	0	0
THE TRADE DESK INC 	COM CL A	88339J105	7130	31300	SH	Put	DFND	01, 02	31300	0	0
THERMO FISHER SCIENTIFIC INC 	COM	883556102	3495	11900	SH	Call	DFND	01, 02	11900	0	0
THERMO FISHER SCIENTIFIC INC 	COM	883556102	499	1700	SH	Put	DFND	01, 02	1700	0	0
THIRD PT REINS LTD 	COM	G8827U100	349	33824	SH		DFND	01, 02	33824	0	0
THOMSON REUTERS CORP	COM NEW	884903709	1644	25500	SH	Call	DFND	01, 02	25500	0	0
THOMSON REUTERS CORP 	COM NEW	884903709	735	11400	SH	Put	DFND	01, 02	11400	0	0
THOR INDS INC 	COM	885160101	1966	33635	SH		DFND	01, 02	33635	0	0
THOR INDS INC 	COM	885160101	6377	109100	SH	Put	DFND	01, 02	109100	0	0
TIFFANY & CO 	COM	886547108	409	4370	SH		DFND	01, 02	4370	0	0
TIFFANY & CO	COM	886547108	2594	27700	SH	Call	DFND	01, 02	27700	0	0
TIFFANY & CO	COM	886547108	43917	469000	SH	Put	DFND	01, 02	469000	0	0
TILRAY INC 	COM CL 2	88688T100	2328	50000	SH	Call	DFND	01, 02	50000	0	0
TIMKEN CO 	COM	887389104	262	5100	SH	Call	DFND	01, 02	5100	0	0
TITAN MACHY INC 	COM	88830R101	460	22335	SH		DFND	01, 02	22335	0	0
TITAN MACHY INC	COM	88830R101	196	9500	SH	Call	DFND	01, 02	9500	0	0
TITAN MACHY INC 	COM	88830R101	183	8900	SH	Put	DFND	01, 02	8900	0	0
TJX COS INC NEW 	COM	872540109	10266	194142	SH		DFND	01, 02	194142	0	0
TJX COS INC NEW 	COM	872540109	529	10000	SH	Call	DFND	01, 02	10000	0	0
TJX COS INC NEW 	COM	872540109	328	6200	SH	Put	DFND	01, 02	6200	0	0
TOLL BROTHERS INC 	COM	889478103	11	300	SH	Call	DFND	01, 02	300	0	0
TOLL BROTHERS INC 	COM	889478103	264	7200	SH	Put	DFND	01, 02	7200	0	0
TOMPKINS FINANCIAL CORPORATI 	COM	890110109	490	6000	SH	Call	DFND	01, 02	6000	0	0
TOPBUILD CORP 	COM	89055F103	10442	126175	SH		DFND	01, 02	126175	0	0
TOPBUILD CORP 	COM	89055F103	190	2300	SH	Call	DFND	01, 02	2300	0	0
TORO CO 	COM	891092108	258	3859	SH		DFND	01, 02	3859	0	0
TORO CO 	COM	891092108	468	7000	SH	Call	DFND	01, 02	7000	0	0
TORO CO 	COM	891092108	609	9100	SH	Put	DFND	01, 02	9100	0	0
TORONTO DOMINION BK ONT 	COM NEW	891160509	3414	58500	SH	Call	DFND	01, 02	58500	0	0
TOTAL SYS SVCS INC 	COM	891906109	6221	48500	SH	Call	DFND	01, 02	48500	0	0
TOTAL SYS SVCS INC 	COM	891906109	4849	37800	SH	Put	DFND	01, 02	37800	0	0
TOWER SEMICONDUCTOR LTD 	SHS NEW	M87915274	45	2846	SH		DFND	01, 02	2846	0	0
TOWER SEMICONDUCTOR LTD 	SHS NEW	M87915274	547	34700	SH	Call	DFND	01, 02	34700	0	0
TOWER SEMICONDUCTOR LTD 	SHS NEW	M87915274	1430	90700	SH	Put	DFND	01, 02	90700	0	0
TOYOTA MOTOR CORP 	SP ADR REP2COM	892331307	12783	103100	SH	Call	DFND	01, 02	103100	0	0
TOYOTA MOTOR CORP  	SP ADR REP2COM	892331307	2207	17800	SH	Put	DFND	01, 02	17800	0	0
TPG RE FIN TR INC 	COM	87266M107	476	24700	SH	Call	DFND	01, 02	24700	0	0
TPG RE FIN TR INC 	COM	87266M107	10	500	SH	Put	DFND	01, 02	500	0	0
TRACTOR SUPPLY CO 	COM	892356106	2600	23900	SH	Call	DFND	01, 02	23900	0	0
TRACTOR SUPPLY CO 	COM	892356106	1741	16000	SH	Put	DFND	01, 02	16000	0	0
TRANSDIGM GROUP INC 	COM	893641100	8660	17900	SH	Call	DFND	01, 02	17900	0	0
TRANSDIGM GROUP INC 	COM	893641100	6870	14200	SH	Put	DFND	01, 02	14200	0	0
TRANSOCEAN LTD 	REG SHS	H8817H100	2200	343291	SH		DFND	01, 02	343291	0	0
TRANSOCEAN LTD 	REG SHS	H8817H100	1826	284800	SH	Call	DFND	01, 02	284800	0	0
TRANSOCEAN LTD 	REG SHS	H8817H100	6925	1080400	SH	Put	DFND	01, 02	1080400	0	0
TRAVELERS COMPANIES INC 	COM	89417E109	5293	35400	SH	Call	DFND	01, 02	35400	0	0
TRAVELERS COMPANIES INC 	COM	89417E109	1346	9000	SH	Put	DFND	01, 02	9000	0	0
TREDEGAR CORP 	COM	894650100	168	10100	SH	Call	DFND	01, 02	10100	0	0
TREDEGAR CORP 	COM	894650100	75	4500	SH	Put	DFND	01, 02	4500	0	0
TREX CO INC 	COM	89531P105	3822	53300	SH	Call	DFND	01, 02	53300	0	0
TREX CO INC 	COM	89531P105	1032	14400	SH	Put	DFND	01, 02	14400	0	0
TRIBUNE PUBG CO NEW 	COM	89609W107	76	9482	SH		DFND	01, 02	9482	0	0
TRIBUNE PUBG CO NEW 	COM	89609W107	194	24300	SH	Put	DFND	01, 02	24300	0	0
TRINET GROUP INC 	COM	896288107	507	7480	SH		DFND	01, 02	7480	0	0
TRINITY INDS INC 	COM	896522109	1386	66783	SH		DFND	01, 02	66783	0	0
TRINITY INDS INC 	COM	896522109	3505	168900	SH	Put	DFND	01, 02	168900	0	0
TRINSEO S A 	SHS	L9340P101	719	16976	SH		DFND	01, 02	16976	0	0
TRINSEO S A 	SHS	L9340P101	910	21500	SH	Put	DFND	01, 02	21500	0	0
TRIPADVISOR INC 	COM	896945201	3013	65100	SH	Call	DFND	01, 02	65100	0	0
TRIPADVISOR INC 	COM	896945201	3213	69400	SH	Put	DFND	01, 02	69400	0	0
TRITON INTL LTD 	CL A	G9078F107	3373	102963	SH		DFND	01, 02	102963	0	0
TRITON INTL LTD 	CL A	G9078F107	1343	41000	SH	Call	DFND	01, 02	41000	0	0
TRITON INTL LTD 	CL A	G9078F107	8341	254600	SH	Put	DFND	01, 02	254600	0	0
TRUECAR INC 	COM	89785L107	1293	236832	SH		DFND	01, 02	236832	0	0
TRUECAR INC 	COM	89785L107	328	60000	SH	Call	DFND	01, 02	60000	0	0
TRUECAR INC 	COM	89785L107	1709	313000	SH	Put	DFND	01, 02	313000	0	0
TRUPANION INC 	COM	898202106	1481	41000	SH	Call	DFND	01, 02	41000	0	0
TTEC HLDGS INC 	COM	89854H102	2928	62841	SH		DFND	01, 02	62841	0	0
TTEC HLDGS INC 	COM	89854H102	387	8300	SH	Call	DFND	01, 02	8300	0	0
TUCOWS INC 	COM NEW	898697206	472	7731	SH		DFND	01, 02	7731	0	0
